Invoice ID,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,Rating,City - Branch,Day of Week,Month,Rating Category
142-72-4741,Member,Male,Fashion accessories,93.2,2,9.32,195.72,2019-02-28,18:37,Credit card,6.0,Naypyitaw - C,Thursday,February,6-8
709-58-4068,Normal,Female,Fashion accessories,41.09,10,20.545,431.445,2019-02-28,14:42,Cash,7.3,Mandalay - B,Thursday,February,6-8
399-46-5918,Normal,Female,Electronic accessories,85.98,8,34.392,722.232,2019-02-28,19:01,Cash,8.2,Naypyitaw - C,Thursday,February,8-10
635-28-5728,Normal,Male,Health and beauty,56.0,3,8.4,176.4,2019-02-28,19:33,Ewallet,4.8,Yangon - A,Thursday,February,4-6
291-59-1384,Normal,Male,Electronic accessories,60.3,1,3.015,63.315,2019-02-28,17:38,Cash,6.0,Mandalay - B,Thursday,February,6-8
786-94-2700,Member,Male,Food and beverages,80.62,6,24.186,507.906,2019-02-28,20:18,Cash,9.1,Yangon - A,Thursday,February,8-10
676-10-2200,Member,Male,Fashion accessories,53.78,1,2.689,56.469,2019-02-03,20:13,Ewallet,4.7,Mandalay - B,Sunday,February,4-6
277-63-2961,Member,Male,Sports and travel,73.97,1,3.6985,77.6685,2019-02-03,15:53,Credit card,5.4,Mandalay - B,Sunday,February,4-6
430-60-3493,Member,Female,Home and lifestyle,94.88,7,33.208,697.368,2019-02-03,14:38,Cash,4.2,Yangon - A,Sunday,February,4-6
326-78-5178,Normal,Male,Food and beverages,91.4,7,31.99,671.79,2019-02-03,10:19,Cash,9.5,Naypyitaw - C,Sunday,February,8-10
585-86-8361,Normal,Female,Food and beverages,27.28,5,6.82,143.22,2019-02-03,10:31,Credit card,8.6,Yangon - A,Sunday,February,8-10
190-59-3964,Member,Male,Food and beverages,47.16,5,11.79,247.59,2019-02-03,14:35,Credit card,6.0,Mandalay - B,Sunday,February,6-8
566-71-1091,Normal,Male,Fashion accessories,77.02,5,19.255,404.355,2019-02-03,15:59,Cash,5.5,Yangon - A,Sunday,February,4-6
639-76-1242,Normal,Male,Food and beverages,40.52,5,10.13,212.73,2019-02-03,15:19,Cash,4.5,Naypyitaw - C,Sunday,February,4-6
718-57-9773,Normal,Female,Sports and travel,49.33,10,24.665,517.965,2019-02-03,16:40,Credit card,9.4,Naypyitaw - C,Sunday,February,8-10
742-04-5161,Member,Male,Home and lifestyle,72.78,10,36.39,764.19,2019-02-03,17:24,Cash,7.3,Yangon - A,Sunday,February,6-8
347-34-2234,Normal,Female,Sports and travel,55.07,9,24.7815,520.4115,2019-02-03,13:40,Ewallet,10.0,Mandalay - B,Sunday,February,8-10
443-59-0061,Member,Male,Food and beverages,67.45,10,33.725,708.225,2019-02-03,11:25,Ewallet,4.2,Yangon - A,Sunday,February,4-6
322-02-2271,Normal,Female,Sports and travel,42.97,3,6.4455,135.3555,2019-02-03,11:46,Cash,9.3,Mandalay - B,Sunday,February,8-10
326-71-2155,Normal,Female,Sports and travel,73.95,4,14.79,310.59,2019-02-03,10:02,Cash,6.1,Naypyitaw - C,Sunday,February,6-8
404-91-5964,Normal,Male,Electronic accessories,74.58,7,26.103,548.163,2019-02-04,16:09,Credit card,9.0,Yangon - A,Monday,February,8-10
268-20-3585,Normal,Female,Health and beauty,13.85,9,6.2325,130.8825,2019-02-04,12:50,Ewallet,6.0,Naypyitaw - C,Monday,February,6-8
695-28-6250,Normal,Female,Sports and travel,43.06,5,10.765,226.065,2019-02-04,16:38,Ewallet,7.7,Yangon - A,Monday,February,6-8
236-86-3015,Member,Male,Home and lifestyle,13.98,1,0.699,14.679,2019-02-04,13:38,Ewallet,9.8,Naypyitaw - C,Monday,February,8-10
198-66-9832,Member,Female,Fashion accessories,72.04,2,7.204,151.284,2019-02-04,19:38,Cash,9.5,Mandalay - B,Monday,February,8-10
151-33-7434,Normal,Female,Food and beverages,67.77,1,3.3885,71.1585,2019-02-04,20:43,Credit card,6.5,Mandalay - B,Monday,February,6-8
441-94-7118,Member,Male,Electronic accessories,71.95,1,3.5975,75.5475,2019-02-04,12:14,Cash,7.3,Yangon - A,Monday,February,6-8
627-95-3243,Member,Female,Home and lifestyle,77.68,9,34.956,734.076,2019-02-04,13:21,Ewallet,9.8,Mandalay - B,Monday,February,8-10
745-71-3520,Member,Female,Electronic accessories,25.22,7,8.827,185.367,2019-02-04,10:23,Cash,8.2,Yangon - A,Monday,February,8-10
434-35-9162,Member,Male,Food and beverages,23.34,4,4.668,98.028,2019-02-04,18:53,Ewallet,7.4,Mandalay - B,Monday,February,6-8
518-17-2983,Normal,Female,Fashion accessories,48.63,4,9.726,204.246,2019-02-04,15:44,Ewallet,7.6,Yangon - A,Monday,February,6-8
307-04-2070,Member,Female,Fashion accessories,30.62,1,1.531,32.151,2019-02-05,14:14,Credit card,4.1,Yangon - A,Tuesday,February,4-6
325-89-4209,Member,Male,Food and beverages,87.9,1,4.395,92.295,2019-02-05,19:42,Ewallet,6.7,Yangon - A,Tuesday,February,6-8
409-49-6995,Member,Female,Food and beverages,47.27,6,14.181,297.801,2019-02-05,10:17,Cash,8.8,Naypyitaw - C,Tuesday,February,8-10
210-67-5886,Member,Female,Health and beauty,98.21,3,14.7315,309.3615,2019-02-05,10:41,Credit card,7.8,Naypyitaw - C,Tuesday,February,6-8
338-65-2210,Member,Female,Health and beauty,68.6,10,34.3,720.3,2019-02-05,19:57,Cash,9.1,Naypyitaw - C,Tuesday,February,8-10
479-26-8945,Member,Female,Sports and travel,16.49,2,1.649,34.629,2019-02-05,11:32,Ewallet,4.6,Mandalay - B,Tuesday,February,4-6
729-09-9681,Member,Male,Home and lifestyle,25.91,6,7.773,163.233,2019-02-05,10:16,Ewallet,8.7,Yangon - A,Tuesday,February,8-10
210-57-1719,Normal,Female,Health and beauty,58.24,9,26.208,550.368,2019-02-05,12:34,Cash,9.7,Mandalay - B,Tuesday,February,8-10
880-35-0356,Member,Female,Sports and travel,75.2,3,11.28,236.88,2019-02-05,11:51,Ewallet,4.8,Yangon - A,Tuesday,February,4-6
324-92-3863,Member,Male,Electronic accessories,20.89,2,2.089,43.869,2019-02-05,18:45,Cash,9.8,Yangon - A,Tuesday,February,8-10
181-94-6432,Member,Male,Fashion accessories,69.33,2,6.933,145.593,2019-02-05,19:05,Ewallet,9.7,Naypyitaw - C,Tuesday,February,8-10
374-17-3652,Member,Female,Food and beverages,42.82,9,19.269,404.649,2019-02-05,15:26,Credit card,8.9,Mandalay - B,Tuesday,February,8-10
875-46-5808,Member,Male,Health and beauty,25.9,10,12.95,271.95,2019-02-06,14:51,Ewallet,8.7,Mandalay - B,Wednesday,February,8-10
258-92-7466,Normal,Female,Health and beauty,35.68,5,8.92,187.32,2019-02-06,18:33,Credit card,6.6,Yangon - A,Wednesday,February,6-8
471-06-8611,Normal,Female,Food and beverages,52.42,1,2.621,55.041,2019-02-06,10:22,Credit card,6.3,Naypyitaw - C,Wednesday,February,6-8
609-81-8548,Member,Female,Home and lifestyle,37.44,6,11.232,235.872,2019-02-06,13:55,Credit card,5.9,Yangon - A,Wednesday,February,4-6
149-14-0304,Member,Female,Health and beauty,28.5,8,11.4,239.4,2019-02-06,14:24,Cash,6.6,Naypyitaw - C,Wednesday,February,6-8
512-91-0811,Normal,Male,Health and beauty,89.75,1,4.4875,94.2375,2019-02-06,20:05,Credit card,6.6,Naypyitaw - C,Wednesday,February,6-8
351-62-0822,Normal,Male,Fashion accessories,14.48,4,2.896,60.816,2019-02-06,18:07,Ewallet,4.5,Mandalay - B,Wednesday,February,4-6
373-88-1424,Member,Male,Home and lifestyle,35.81,5,8.9525,188.0025,2019-02-06,18:44,Ewallet,7.9,Naypyitaw - C,Wednesday,February,6-8
595-86-2894,Member,Male,Fashion accessories,96.98,4,19.396,407.316,2019-02-06,17:20,Ewallet,9.4,Naypyitaw - C,Wednesday,February,8-10
183-56-6882,Normal,Male,Food and beverages,99.42,4,19.884,417.564,2019-02-06,10:42,Ewallet,7.5,Naypyitaw - C,Wednesday,February,6-8
857-67-9057,Normal,Male,Electronic accessories,22.95,10,11.475,240.975,2019-02-06,19:20,Ewallet,8.2,Mandalay - B,Wednesday,February,8-10
727-46-3608,Normal,Male,Food and beverages,20.01,9,9.0045,189.0945,2019-02-06,15:47,Ewallet,4.1,Mandalay - B,Wednesday,February,4-6
811-35-1094,Member,Male,Electronic accessories,50.45,6,15.135,317.835,2019-02-06,15:16,Credit card,8.9,Mandalay - B,Wednesday,February,8-10
421-95-9805,Normal,Female,Electronic accessories,28.96,1,1.448,30.408,2019-02-07,10:18,Credit card,6.2,Yangon - A,Thursday,February,6-8
430-02-3888,Normal,Male,Electronic accessories,46.02,6,13.806,289.926,2019-02-07,15:55,Cash,7.1,Mandalay - B,Thursday,February,6-8
635-40-6220,Normal,Male,Health and beauty,89.6,8,35.84,752.64,2019-02-07,11:28,Ewallet,6.6,Yangon - A,Thursday,February,6-8
374-38-5555,Normal,Female,Fashion accessories,63.71,5,15.9275,334.4775,2019-02-07,19:30,Ewallet,8.5,Mandalay - B,Thursday,February,8-10
583-41-4548,Normal,Male,Home and lifestyle,16.67,7,5.8345,122.5245,2019-02-07,11:36,Ewallet,7.4,Naypyitaw - C,Thursday,February,6-8
560-49-6611,Member,Female,Sports and travel,45.58,1,2.279,47.859,2019-02-07,14:13,Cash,9.8,Yangon - A,Thursday,February,8-10
380-94-4661,Member,Male,Electronic accessories,65.94,4,13.188,276.948,2019-02-07,13:05,Credit card,6.9,Naypyitaw - C,Thursday,February,6-8
784-21-9238,Member,Male,Sports and travel,10.17,1,0.5085,10.6785,2019-02-07,14:15,Cash,5.9,Naypyitaw - C,Thursday,February,4-6
648-94-3045,Normal,Male,Health and beauty,58.95,10,29.475,618.975,2019-02-07,14:27,Ewallet,8.1,Naypyitaw - C,Thursday,February,8-10
453-33-6436,Normal,Female,Home and lifestyle,93.12,8,37.248,782.208,2019-02-07,10:09,Cash,6.8,Yangon - A,Thursday,February,6-8
827-44-5872,Member,Female,Food and beverages,54.36,10,27.18,570.78,2019-02-07,11:28,Credit card,6.1,Mandalay - B,Thursday,February,6-8
641-96-3695,Member,Female,Fashion accessories,43.46,6,13.038,273.798,2019-02-07,17:55,Ewallet,8.5,Naypyitaw - C,Thursday,February,8-10
252-56-2699,Normal,Male,Food and beverages,43.19,10,21.595,453.495,2019-02-07,16:48,Ewallet,8.2,Yangon - A,Thursday,February,8-10
114-35-5271,Normal,Female,Electronic accessories,57.91,8,23.164,486.444,2019-02-07,15:06,Cash,8.1,Mandalay - B,Thursday,February,8-10
533-33-5337,Normal,Male,Electronic accessories,79.39,10,39.695,833.595,2019-02-07,20:24,Cash,6.2,Mandalay - B,Thursday,February,6-8
214-17-6927,Normal,Female,Food and beverages,16.48,6,4.944,103.824,2019-02-07,18:23,Ewallet,9.9,Naypyitaw - C,Thursday,February,8-10
868-81-1752,Normal,Male,Home and lifestyle,22.02,9,9.909,208.089,2019-02-07,18:48,Cash,6.8,Mandalay - B,Thursday,February,6-8
626-43-7888,Normal,Female,Fashion accessories,60.41,8,24.164,507.444,2019-02-07,12:23,Ewallet,9.6,Naypyitaw - C,Thursday,February,8-10
744-82-9138,Normal,Male,Fashion accessories,86.13,2,8.613,180.873,2019-02-07,17:59,Cash,8.2,Naypyitaw - C,Thursday,February,8-10
810-60-6344,Normal,Female,Electronic accessories,40.86,8,16.344,343.224,2019-02-07,14:38,Credit card,6.5,Naypyitaw - C,Thursday,February,6-8
756-49-0168,Member,Male,Fashion accessories,19.7,1,0.985,20.685,2019-02-08,11:39,Ewallet,9.5,Yangon - A,Friday,February,8-10
373-73-7910,Normal,Male,Sports and travel,86.31,7,30.2085,634.3785,2019-02-08,10:37,Ewallet,5.3,Yangon - A,Friday,February,4-6
732-04-5373,Member,Male,Home and lifestyle,46.47,4,9.294,195.174,2019-02-08,10:53,Cash,7.0,Mandalay - B,Friday,February,6-8
815-04-6282,Member,Female,Sports and travel,64.97,5,16.2425,341.0925,2019-02-08,12:52,Credit card,6.5,Naypyitaw - C,Friday,February,6-8
271-88-8734,Member,Female,Fashion accessories,97.21,10,48.605,1020.705,2019-02-08,13:00,Credit card,8.7,Naypyitaw - C,Friday,February,8-10
649-29-6775,Normal,Male,Fashion accessories,33.52,1,1.676,35.196,2019-02-08,15:31,Cash,6.7,Mandalay - B,Friday,February,6-8
687-47-8271,Normal,Male,Fashion accessories,98.98,10,49.49,1039.29,2019-02-08,16:20,Credit card,8.7,Yangon - A,Friday,February,8-10
354-25-5821,Normal,Male,Sports and travel,69.12,6,20.736,435.456,2019-02-08,13:03,Cash,5.6,Mandalay - B,Friday,February,4-6
830-58-2383,Normal,Male,Home and lifestyle,31.75,4,6.35,133.35,2019-02-08,15:26,Cash,8.6,Mandalay - B,Friday,February,8-10
549-84-7482,Normal,Female,Sports and travel,90.28,9,40.626,853.146,2019-02-08,11:15,Ewallet,7.2,Mandalay - B,Friday,February,6-8
181-82-6255,Normal,Female,Home and lifestyle,16.37,6,4.911,103.131,2019-02-08,10:58,Cash,7.0,Mandalay - B,Friday,February,6-8
440-59-5691,Member,Female,Health and beauty,37.15,7,13.0025,273.0525,2019-02-08,13:12,Credit card,7.7,Naypyitaw - C,Friday,February,6-8
871-39-9221,Normal,Female,Electronic accessories,12.45,6,3.735,78.435,2019-02-09,13:11,Cash,4.1,Naypyitaw - C,Saturday,February,4-6
866-05-7563,Member,Female,Electronic accessories,81.4,3,12.21,256.41,2019-02-09,19:43,Cash,4.8,Mandalay - B,Saturday,February,4-6
602-80-9671,Member,Female,Home and lifestyle,15.95,6,4.785,100.485,2019-02-09,17:15,Credit card,5.1,Naypyitaw - C,Saturday,February,4-6
447-15-7839,Member,Female,Sports and travel,22.24,10,11.12,233.52,2019-02-09,11:00,Cash,4.2,Yangon - A,Saturday,February,4-6
450-42-3339,Normal,Male,Health and beauty,84.61,10,42.305,888.405,2019-02-09,18:58,Credit card,8.8,Naypyitaw - C,Saturday,February,8-10
747-58-7183,Normal,Male,Fashion accessories,57.27,3,8.5905,180.4005,2019-02-09,20:31,Ewallet,6.5,Mandalay - B,Saturday,February,6-8
428-83-5800,Member,Female,Food and beverages,21.08,3,3.162,66.402,2019-02-09,10:25,Cash,7.3,Naypyitaw - C,Saturday,February,6-8
509-10-0516,Normal,Male,Home and lifestyle,45.97,4,9.194,193.074,2019-02-09,12:02,Ewallet,5.1,Mandalay - B,Saturday,February,4-6
200-40-6154,Member,Male,Home and lifestyle,65.91,6,19.773,415.233,2019-02-09,11:45,Cash,5.7,Mandalay - B,Saturday,February,4-6
746-19-0921,Normal,Male,Food and beverages,21.58,1,1.079,22.659,2019-02-09,10:02,Ewallet,7.2,Naypyitaw - C,Saturday,February,6-8
727-02-1313,Member,Male,Food and beverages,31.84,1,1.592,33.432,2019-02-09,13:22,Cash,7.7,Yangon - A,Saturday,February,6-8
130-98-8941,Normal,Male,Fashion accessories,64.26,7,22.491,472.311,2019-02-09,10:00,Cash,5.7,Naypyitaw - C,Saturday,February,4-6
146-09-5432,Member,Male,Food and beverages,35.04,9,15.768,331.128,2019-02-09,19:17,Ewallet,4.6,Yangon - A,Saturday,February,4-6
153-58-4872,Member,Female,Food and beverages,74.89,4,14.978,314.538,2019-03-01,15:32,Ewallet,4.2,Naypyitaw - C,Friday,March,4-6
189-98-2939,Normal,Male,Fashion accessories,78.55,9,35.3475,742.2975,2019-03-01,13:22,Cash,7.2,Naypyitaw - C,Friday,March,6-8
811-03-8790,Normal,Female,Electronic accessories,45.48,10,22.74,477.54,2019-03-01,10:22,Credit card,4.8,Yangon - A,Friday,March,4-6
220-28-1851,Normal,Male,Home and lifestyle,34.73,2,3.473,72.933,2019-03-01,18:14,Ewallet,9.7,Yangon - A,Friday,March,8-10
247-11-2470,Member,Female,Fashion accessories,22.32,4,4.464,93.744,2019-03-01,16:23,Credit card,4.4,Yangon - A,Friday,March,4-6
339-96-8318,Member,Male,Fashion accessories,81.31,7,28.4585,597.6285,2019-03-01,19:49,Ewallet,6.3,Mandalay - B,Friday,March,6-8
470-31-3286,Normal,Male,Health and beauty,14.82,3,2.223,46.683,2019-03-01,11:30,Credit card,8.7,Mandalay - B,Friday,March,8-10
207-73-1363,Normal,Male,Health and beauty,69.51,2,6.951,145.971,2019-03-01,12:15,Ewallet,8.1,Mandalay - B,Friday,March,8-10
453-63-6187,Normal,Male,Electronic accessories,27.5,3,4.125,86.625,2019-03-01,15:40,Ewallet,6.5,Mandalay - B,Friday,March,6-8
238-45-6950,Member,Male,Food and beverages,53.72,1,2.686,56.406,2019-03-01,20:03,Ewallet,6.4,Mandalay - B,Friday,March,6-8
453-12-7053,Normal,Male,Fashion accessories,45.74,3,6.861,144.081,2019-03-10,17:38,Credit card,6.5,Naypyitaw - C,Sunday,March,6-8
790-29-1172,Normal,Female,Food and beverages,57.34,3,8.601,180.621,2019-03-10,18:59,Credit card,7.9,Mandalay - B,Sunday,March,6-8
189-17-4241,Normal,Male,Fashion accessories,87.67,2,8.767,184.107,2019-03-10,12:17,Credit card,7.7,Yangon - A,Sunday,March,6-8
668-90-8900,Normal,Female,Home and lifestyle,93.69,7,32.7915,688.6215,2019-03-10,18:44,Credit card,4.5,Yangon - A,Sunday,March,4-6
745-74-0715,Normal,Male,Electronic accessories,58.03,2,5.803,121.863,2019-03-10,20:46,Ewallet,8.8,Yangon - A,Sunday,March,8-10
596-42-3999,Normal,Male,Food and beverages,18.22,7,6.377,133.917,2019-03-10,14:04,Credit card,6.6,Mandalay - B,Sunday,March,6-8
129-29-8530,Normal,Male,Sports and travel,62.62,5,15.655,328.755,2019-03-10,19:15,Ewallet,7.0,Yangon - A,Sunday,March,6-8
156-20-0370,Normal,Female,Electronic accessories,25.45,1,1.2725,26.7225,2019-03-10,18:10,Credit card,5.1,Mandalay - B,Sunday,March,4-6
239-48-4278,Member,Male,Food and beverages,10.13,7,3.5455,74.4555,2019-03-10,19:35,Ewallet,8.3,Yangon - A,Sunday,March,8-10
696-90-2548,Normal,Male,Sports and travel,25.84,3,3.876,81.396,2019-03-10,18:55,Ewallet,6.6,Yangon - A,Sunday,March,6-8
246-55-6923,Member,Female,Home and lifestyle,35.79,9,16.1055,338.2155,2019-03-10,15:06,Credit card,5.1,Naypyitaw - C,Sunday,March,4-6
607-65-2441,Member,Male,Health and beauty,81.95,10,40.975,860.475,2019-03-10,12:39,Credit card,6.0,Naypyitaw - C,Sunday,March,6-8
448-81-5016,Normal,Male,Health and beauty,59.77,2,5.977,125.517,2019-03-11,12:01,Credit card,5.8,Yangon - A,Monday,March,4-6
656-95-9349,Normal,Male,Health and beauty,68.93,7,24.1255,506.6355,2019-03-11,11:03,Credit card,4.6,Yangon - A,Monday,March,4-6
892-05-6689,Normal,Female,Home and lifestyle,28.32,5,7.08,148.68,2019-03-11,13:28,Ewallet,6.2,Yangon - A,Monday,March,6-8
214-30-2776,Member,Female,Electronic accessories,34.49,5,8.6225,181.0725,2019-03-11,19:44,Credit card,9.0,Mandalay - B,Monday,March,8-10
689-16-9784,Normal,Male,Food and beverages,46.77,6,14.031,294.651,2019-03-11,13:37,Cash,6.0,Naypyitaw - C,Monday,March,6-8
584-86-7256,Member,Male,Sports and travel,34.56,7,12.096,254.016,2019-03-11,16:07,Credit card,7.3,Naypyitaw - C,Monday,March,6-8
319-50-3348,Normal,Male,Home and lifestyle,40.3,2,4.03,84.63,2019-03-11,15:30,Ewallet,4.4,Mandalay - B,Monday,March,4-6
704-20-4138,Member,Female,Health and beauty,29.67,7,10.3845,218.0745,2019-03-11,18:58,Credit card,8.1,Naypyitaw - C,Monday,March,8-10
891-58-8335,Member,Female,Sports and travel,29.61,7,10.3635,217.6335,2019-03-11,15:53,Cash,6.5,Mandalay - B,Monday,March,6-8
749-81-8133,Normal,Female,Fashion accessories,94.67,4,18.934,397.614,2019-03-11,12:04,Cash,6.8,Yangon - A,Monday,March,6-8
721-86-6247,Normal,Female,Home and lifestyle,63.42,8,25.368,532.728,2019-03-11,12:55,Ewallet,7.4,Yangon - A,Monday,March,6-8
427-45-9297,Member,Female,Home and lifestyle,40.73,7,14.2555,299.3655,2019-03-12,11:01,Ewallet,5.4,Mandalay - B,Tuesday,March,4-6
120-06-4233,Normal,Male,Electronic accessories,30.61,6,9.183,192.843,2019-03-12,20:36,Cash,9.3,Naypyitaw - C,Tuesday,March,8-10
573-10-3877,Member,Male,Health and beauty,39.01,1,1.9505,40.9605,2019-03-12,16:46,Credit card,4.7,Mandalay - B,Tuesday,March,4-6
253-12-6086,Member,Female,Sports and travel,98.4,7,34.44,723.24,2019-03-12,12:43,Credit card,8.7,Yangon - A,Tuesday,March,8-10
152-08-9985,Member,Male,Health and beauty,64.36,9,28.962,608.202,2019-03-12,12:09,Credit card,8.6,Mandalay - B,Tuesday,March,8-10
565-17-3836,Member,Female,Health and beauty,47.67,4,9.534,200.214,2019-03-12,14:21,Cash,9.1,Yangon - A,Tuesday,March,8-10
266-20-6657,Member,Male,Food and beverages,55.04,7,19.264,404.544,2019-03-12,19:39,Ewallet,5.2,Naypyitaw - C,Tuesday,March,4-6
719-76-3868,Member,Male,Food and beverages,94.26,4,18.852,395.892,2019-03-12,16:30,Cash,8.6,Naypyitaw - C,Tuesday,March,8-10
276-54-0879,Normal,Male,Sports and travel,97.74,4,19.548,410.508,2019-03-12,19:53,Ewallet,6.4,Mandalay - B,Tuesday,March,6-8
545-46-3100,Member,Female,Electronic accessories,10.59,3,1.5885,33.3585,2019-03-12,13:52,Credit card,8.7,Mandalay - B,Tuesday,March,8-10
699-01-4164,Normal,Male,Health and beauty,41.5,4,8.3,174.3,2019-03-12,19:58,Credit card,8.2,Naypyitaw - C,Tuesday,March,8-10
651-61-0874,Normal,Male,Home and lifestyle,46.22,4,9.244,194.124,2019-03-12,20:04,Credit card,6.2,Naypyitaw - C,Tuesday,March,6-8
336-78-2147,Member,Male,Home and lifestyle,63.91,8,25.564,536.844,2019-03-13,19:52,Credit card,4.6,Naypyitaw - C,Wednesday,March,4-6
686-41-0932,Normal,Female,Fashion accessories,34.7,2,3.47,72.87,2019-03-13,19:48,Ewallet,8.2,Mandalay - B,Wednesday,March,8-10
585-03-5943,Normal,Male,Health and beauty,18.11,10,9.055,190.155,2019-03-13,11:46,Ewallet,5.9,Mandalay - B,Wednesday,March,4-6
877-22-3308,Normal,Male,Health and beauty,15.87,10,7.935,166.635,2019-03-13,16:40,Cash,5.8,Yangon - A,Wednesday,March,4-6
655-85-5130,Member,Female,Fashion accessories,38.3,4,7.66,160.86,2019-03-13,19:22,Cash,5.7,Mandalay - B,Wednesday,March,4-6
173-57-2300,Member,Male,Sports and travel,72.88,2,7.288,153.048,2019-03-13,12:51,Cash,6.1,Naypyitaw - C,Wednesday,March,6-8
137-74-8729,Normal,Female,Fashion accessories,12.19,8,4.876,102.396,2019-03-13,12:47,Ewallet,6.8,Naypyitaw - C,Wednesday,March,6-8
101-17-6199,Normal,Male,Food and beverages,45.79,7,16.0265,336.5565,2019-03-13,19:44,Credit card,7.0,Yangon - A,Wednesday,March,6-8
316-01-3952,Normal,Female,Food and beverages,54.27,5,13.5675,284.9175,2019-03-13,14:16,Ewallet,4.6,Yangon - A,Wednesday,March,4-6
584-66-4073,Normal,Male,Fashion accessories,56.5,1,2.825,59.325,2019-03-13,15:45,Ewallet,9.6,Naypyitaw - C,Wednesday,March,8-10
628-90-8624,Member,Male,Health and beauty,82.58,10,41.29,867.09,2019-03-14,14:41,Cash,5.0,Mandalay - B,Thursday,March,4-6
373-09-4567,Normal,Male,Food and beverages,77.56,10,38.78,814.38,2019-03-14,20:35,Ewallet,6.9,Naypyitaw - C,Thursday,March,6-8
457-12-0244,Member,Female,Sports and travel,35.22,6,10.566,221.886,2019-03-14,13:49,Ewallet,6.5,Naypyitaw - C,Thursday,March,6-8
115-99-4379,Member,Female,Fashion accessories,54.73,7,19.1555,402.2655,2019-03-14,19:02,Credit card,8.5,Mandalay - B,Thursday,March,8-10
189-52-0236,Normal,Male,Electronic accessories,99.55,7,34.8425,731.6925,2019-03-14,12:07,Cash,7.6,Yangon - A,Thursday,March,6-8
210-30-7976,Member,Female,Fashion accessories,22.32,4,4.464,93.744,2019-03-14,11:16,Ewallet,4.1,Mandalay - B,Thursday,March,4-6
840-19-2096,Member,Male,Electronic accessories,87.91,5,21.9775,461.5275,2019-03-14,18:10,Ewallet,4.4,Naypyitaw - C,Thursday,March,4-6
379-17-6588,Normal,Male,Fashion accessories,59.61,10,29.805,625.905,2019-03-14,11:07,Cash,5.3,Naypyitaw - C,Thursday,March,4-6
808-65-0703,Normal,Male,Home and lifestyle,35.47,4,7.094,148.974,2019-03-14,17:22,Credit card,6.9,Naypyitaw - C,Thursday,March,6-8
558-80-4082,Normal,Male,Electronic accessories,27.85,7,9.7475,204.6975,2019-03-14,17:20,Ewallet,6.0,Naypyitaw - C,Thursday,March,6-8
722-13-2115,Member,Male,Sports and travel,42.85,1,2.1425,44.9925,2019-03-14,15:36,Credit card,9.3,Naypyitaw - C,Thursday,March,8-10
169-52-4504,Normal,Female,Electronic accessories,15.69,3,2.3535,49.4235,2019-03-14,14:13,Credit card,5.8,Yangon - A,Thursday,March,4-6
442-48-3607,Member,Male,Food and beverages,23.48,2,2.348,49.308,2019-03-14,11:21,Credit card,7.9,Yangon - A,Thursday,March,6-8
499-27-7781,Normal,Female,Food and beverages,53.21,8,21.284,446.964,2019-03-14,16:45,Ewallet,5.0,Mandalay - B,Thursday,March,4-6
174-75-0888,Normal,Male,Electronic accessories,21.58,9,9.711,203.931,2019-03-14,12:32,Cash,7.3,Mandalay - B,Thursday,March,6-8
122-61-9553,Normal,Female,Electronic accessories,51.32,9,23.094,484.974,2019-03-14,19:33,Cash,5.6,Naypyitaw - C,Thursday,March,4-6
730-70-9830,Normal,Female,Home and lifestyle,70.11,6,21.033,441.693,2019-03-14,17:54,Ewallet,5.2,Naypyitaw - C,Thursday,March,4-6
139-32-4183,Member,Female,Sports and travel,97.48,9,43.866,921.186,2019-03-14,14:19,Ewallet,7.4,Yangon - A,Thursday,March,6-8
595-11-5460,Normal,Male,Health and beauty,96.58,2,9.658,202.818,2019-03-15,10:12,Credit card,5.1,Yangon - A,Friday,March,4-6
273-16-6619,Normal,Male,Home and lifestyle,33.2,2,3.32,69.72,2019-03-15,12:20,Credit card,4.4,Mandalay - B,Friday,March,4-6
359-94-5395,Normal,Male,Health and beauty,92.78,1,4.639,97.419,2019-03-15,10:50,Credit card,9.8,Mandalay - B,Friday,March,8-10
760-54-1821,Normal,Male,Home and lifestyle,13.59,9,6.1155,128.4255,2019-03-15,10:26,Cash,5.8,Mandalay - B,Friday,March,4-6
565-91-4567,Normal,Male,Health and beauty,10.75,8,4.3,90.3,2019-03-15,14:38,Ewallet,6.2,Mandalay - B,Friday,March,6-8
585-11-6748,Member,Male,Sports and travel,96.8,3,14.52,304.92,2019-03-15,13:05,Cash,5.3,Mandalay - B,Friday,March,4-6
510-09-5628,Member,Female,Fashion accessories,19.66,10,9.83,206.43,2019-03-15,18:20,Credit card,7.2,Yangon - A,Friday,March,6-8
361-59-0574,Member,Male,Sports and travel,90.53,8,36.212,760.452,2019-03-15,14:48,Credit card,6.5,Mandalay - B,Friday,March,6-8
154-87-7367,Normal,Male,Home and lifestyle,65.26,8,26.104,548.184,2019-03-15,14:04,Ewallet,6.3,Naypyitaw - C,Friday,March,6-8
848-62-7243,Normal,Male,Health and beauty,24.89,9,11.2005,235.2105,2019-03-15,15:36,Cash,7.4,Yangon - A,Friday,March,6-8
542-41-0513,Member,Female,Electronic accessories,57.49,4,11.498,241.458,2019-03-15,11:57,Cash,6.6,Mandalay - B,Friday,March,6-8
